DateTime,latitude,longitude,measuring,raw measuring,Hour,UPPER LIMIT,LOWER LIMIT,Diff,Max Diff,Min Diff,QTLE01,QTLE99,DIFF_QTLE01,DIFF_QTLE99,Count,Std,% valid,Tag
2022-11-28 18:30:00,-28.456899,-48.972999,1.5725,0.925,18,2000.0,0.0,-0.37875000000000003,200.0,-200.0,0.0675,5.48,-1.505,1.3499999999999996,4,0.6892084832134129,100.0,VALID
2022-11-28 19:30:00,-28.456899,-48.972999,1.055,1.4,19,2000.0,0.0,0.09499999999999995,200.0,-200.0,0.17500000000000002,6.3225,-1.505,1.3499999999999996,4,0.1541103500742243,100.0,VALID
2022-11-28 20:30:00,-28.456899,-48.972999,1.77,5.03,20,2000.0,0.0,0.4900000000000002,200.0,-200.0,0.0925,7.67,-1.505,1.3499999999999996,1,,25.0,LOWSAMPLES
2022-11-28 21:30:00,-28.456899,-48.972999,7.76,3.97,21,2000.0,0.0,0.0,200.0,-200.0,0.115,9.9025,-1.505,1.3499999999999996,2,0.0,50.0,LOWSAMPLES
2022-11-28 22:30:00,,,,,22,,,,,,,,,,0,,0.0,LOWSAMPLES
2022-11-28 23:30:00,-28.456899,-48.972999,1.2862500000000001,0.9975,23,2000.0,0.0,-0.18166666666666664,200.0,-200.0,0.12,5.005,-1.505,1.3499999999999996,4,0.2460140578639088,100.0,VALID
2022-11-29 00:30:00,-28.456899,-48.972999,1.14125,1.19,0,2000.0,0.0,0.02624999999999994,200.0,-200.0,0.1225,5.07,-1.505,1.3499999999999996,4,0.04289036410819244,100.0,VALID
2022-11-29 01:30:00,-28.456899,-48.972999,1.1075,1.03,1,2000.0,0.0,-0.04249999999999998,200.0,-200.0,0.1225,4.82,-1.505,1.3499999999999996,4,0.06396613687465155,100.0,VALID
2022-11-29 02:30:00,-28.456899,-48.972999,0.9125000000000001,0.6925,2,2000.0,0.0,-0.03999999999999998,200.0,-200.0,0.07,4.3149999999999995,-1.505,1.3499999999999996,4,0.04112987559751023,100.0,VALID
2022-11-29 03:30:00,-28.456899,-48.972999,0.81125,0.845,3,2000.0,0.0,-0.011249999999999982,200.0,-200.0,0.0625,4.405,-1.505,1.3499999999999996,4,0.0361420807370024,100.0,VALID
2022-11-29 04:30:00,-28.456899,-48.972999,0.96375,-2499.07,4,2000.0,0.0,0.08000000000000002,200.0,-200.0,0.07,4.2250000000000005,-1.505,1.3499999999999996,4,0.16720122607205973,100.0,VALID
2022-11-29 05:30:00,-28.456899,-48.972999,1.34125,1.3050000000000002,5,2000.0,0.0,0.03874999999999995,200.0,-200.0,0.065,3.8475,-1.505,1.3499999999999996,4,0.05055937104039181,100.0,VALID
2022-11-29 06:30:00,-28.456899,-48.972999,1.32,1.3375,6,2000.0,0.0,0.012500000000000067,200.0,-200.0,0.0475,3.875,-1.505,1.3499999999999996,4,0.02886751345948141,100.0,VALID
2022-11-29 07:30:00,-28.456899,-48.972999,1.4412500000000001,1.5,7,2000.0,0.0,0.03874999999999995,200.0,-200.0,0.105,3.165,-1.505,1.3499999999999996,4,0.07442837720475524,100.0,VALID
2022-11-29 08:30:00,-28.456899,-48.972999,1.69125,1.9975,8,2000.0,0.0,0.15249999999999997,200.0,-200.0,0.0875,3.42,-1.505,1.3499999999999996,4,0.2937225164448013,100.0,VALID
2022-11-29 09:30:00,-28.456899,-48.972999,1.8512499999999998,1.6324999999999998,9,2000.0,0.0,-0.11499999999999999,200.0,-200.0,0.05500000000000001,5.3825,-1.505,1.3499999999999996,4,0.23707857347301545,100.0,VALID
2022-11-29 10:30:00,-28.456899,-48.972999,2.3962499999999998,2.5774999999999997,10,2000.0,0.0,0.20875,200.0,-200.0,0.065,5.2875000000000005,-1.505,1.3499999999999996,4,0.4610743793937516,100.0,VALID
2022-11-29 11:30:00,-28.456899,-48.972999,1.2999999999999998,1.28,11,2000.0,0.0,-0.30124999999999996,200.0,-200.0,0.030000000000000002,5.1875,-1.505,1.3499999999999996,4,0.023094010767584976,100.0,VALID
2022-11-29 12:30:00,-28.456899,-48.972999,1.28375,-2498.8975,12,2000.0,0.0,-0.0012500000000000289,200.0,-200.0,0.115,3.8875,-1.505,1.3499999999999996,4,0.011086778913041767,100.0,VALID
2022-11-29 13:30:00,-28.456899,-48.972999,1.44375,1.4425,13,2000.0,0.0,0.058750000000000024,200.0,-200.0,0.115,5.055,-1.505,1.3499999999999996,4,0.08400148808205722,100.0,VALID
